num_CUDA_blocks,iteration,GPU_execution_time,TOTAL_execution_time
450,29,28.1888,323
500,0,28.9257,327
500,1,28.9301,322
500,2,28.9267,322
500,3,28.9112,323
500,4,28.9194,327
500,5,28.9221,326
500,6,28.9365,324
500,7,28.9249,320
500,8,28.9202,324
500,9,28.9105,325
500,10,28.9149,321
500,11,28.9315,341
500,12,28.9196,325
500,13,28.9232,322
500,14,28.9113,322
500,15,28.9342,337
500,16,28.9236,328
500,17,28.9276,327
500,18,28.9484,336
500,19,28.9374,331
500,20,28.9156,323
500,21,28.9267,327
500,22,28.9258,329
500,23,28.9176,325
500,24,28.9194,324
500,25,28.9194,324
500,26,28.9226,327
500,27,28.9127,329
500,28,28.9218,322
500,29,28.9129,323
550,0,26.3544,317
550,1,26.3574,327
550,2,26.3306,320
550,3,26.3557,318
550,4,26.3752,318
550,5,26.3644,333
550,6,26.3456,321
550,7,26.3571,327
550,8,26.3576,320
550,9,26.3425,323
550,10,26.3365,321
550,11,26.3436,318
550,12,26.3449,326
550,13,26.3265,319
550,14,26.3362,327
550,15,26.3633,320
550,16,26.3486,320
550,17,26.3495,320
550,18,26.3542,321
550,19,26.3326,318
550,20,26.3514,324
550,21,26.3481,337
550,22,26.3458,323
550,23,26.349,320
550,24,26.3329,317
550,25,26.3539,318
550,26,26.3381,318
550,27,26.3475,320
550,28,26.3329,323
550,29,26.3512,326
600,0,27.0479,318
600,1,27.0395,321
600,2,27.0444,318
600,3,27.043,318
600,4,27.0399,320
600,5,27.043,324
600,6,27.0499,319
600,7,27.0468,327
600,8,27.0483,320
600,9,27.0641,321
600,10,27.0446,325
600,11,27.0627,349
600,12,27.0621,336
600,13,27.0537,323
600,14,27.0482,319
600,15,27.0404,325
600,16,27.0436,326
600,17,27.0388,329
600,18,27.0484,321
600,19,27.0663,334
600,20,27.051,372
600,21,27.0513,323
600,22,27.0646,344
600,23,27.0429,328
600,24,27.0459,320
600,25,27.0444,320
600,26,27.0681,336
600,27,27.0348,335
600,28,27.0531,331
600,29,27.0668,340
650,0,30.5381,328
650,1,30.4915,341
650,2,30.4775,326
650,3,30.6076,342
650,4,30.5275,324
650,5,30.4892,341
650,6,30.4294,341
650,7,30.5221,341
650,8,30.5184,344
650,9,30.4301,339
650,10,30.4651,339
650,11,30.4676,341
650,12,30.4115,341
650,13,30.5641,338
650,14,30.4888,324
650,15,30.4393,337
650,16,30.4772,342
650,17,30.5001,342
650,18,30.472,344
650,19,30.4442,341
650,20,30.4784,342
650,21,30.4923,329
650,22,30.4755,340
650,23,30.5523,327
650,24,30.5584,324
650,25,30.4747,324
650,26,30.462,343
650,27,30.4872,345
650,28,30.4837,338
650,29,30.4516,337
700,0,28.3818,335
700,1,28.4037,335
700,2,28.3453,337
700,3,28.3463,336
700,4,28.3412,336
700,5,28.405,335
700,6,28.388,333
700,7,28.4108,326
700,8,28.3497,338
700,9,28.3703,330
700,10,28.3298,323
700,11,28.3357,327
700,12,28.4367,326
700,13,28.3553,325
700,14,28.3434,336
700,15,28.3447,323
700,16,28.3369,336
700,17,28.3794,326
700,18,28.3208,326
700,19,28.3705,326
700,20,28.3439,329
700,21,28.3968,363
700,22,28.3926,327
700,23,28.3444,325
700,24,28.3359,327
700,25,28.3345,326
700,26,28.3282,326
700,27,28.3294,322
700,28,28.3429,326
700,29,28.333,336
750,0,28.0067,323
750,1,28.057,321
750,2,28.0368,320
750,3,27.9869,323
750,4,27.9886,320
750,5,27.9745,321
750,6,27.992,321
750,7,28.0328,324
750,8,28.0234,319
750,9,28.008,320
750,10,27.9865,322
750,11,27.9949,321
750,12,28.0277,320
750,13,28.0573,328
750,14,28.0067,333
750,15,27.9996,326
750,16,27.9849,325
750,17,28.0186,328
750,18,27.9895,330
750,19,27.9955,322
750,20,28.0089,325
750,21,28.0259,331
750,22,28.0162,322
750,23,28.0087,339
750,24,27.9973,328
750,25,28.0257,328
750,26,27.9871,325
750,27,27.9617,324
750,28,28.0242,330
750,29,28.03,328
800,0,26.2722,323
800,1,26.2652,329
800,2,26.3003,352
800,3,26.2959,320
800,4,26.2596,321
800,5,26.2695,323
800,6,26.3044,330
800,7,26.2647,322
800,8,26.2829,320
800,9,26.2586,323
800,10,26.3151,318
800,11,26.2875,318
800,12,26.2848,320
800,13,26.2674,321
800,14,26.2373,323
800,15,26.2985,324
800,16,26.265,329
800,17,26.2718,324
800,18,26.2724,327
800,19,26.2977,323
800,20,26.2659,329
800,21,26.2874,322
800,22,26.2664,330
800,23,26.2794,328
800,24,26.2756,327
800,25,26.3072,324
800,26,26.2738,326
800,27,26.2968,320
800,28,26.2702,318
800,29,26.2598,335
850,0,26.1805,323
850,1,26.1892,320
850,2,26.1841,321
850,3,26.1862,319
850,4,26.1799,322
850,5,26.2005,328
850,6,26.1908,324
850,7,26.1843,325
850,8,26.1954,326
850,9,26.1902,323
850,10,26.1868,320
850,11,26.1918,329
850,12,26.1846,318
850,13,26.1882,327
850,14,26.1905,324
850,15,26.1942,334
850,16,26.1933,325
850,17,26.1926,328
850,18,26.1874,325
850,19,26.2021,324
850,20,26.1931,323
850,21,26.1866,326
850,22,26.2066,323
850,23,26.182,327
850,24,26.1919,321
850,25,26.1825,319
850,26,26.1927,318
850,27,26.1995,319
850,28,26.2205,319
850,29,26.185,319
900,0,26.6309,318
900,1,26.6324,319
900,2,26.6367,337
900,3,26.6519,321
900,4,26.6275,320
900,5,26.6389,323
900,6,26.6356,328
900,7,26.6312,338
900,8,26.6281,323
900,9,26.6412,323
900,10,26.6492,329
900,11,26.6282,320
900,12,26.64,326
900,13,26.6415,329
900,14,26.646,334
900,15,26.6355,324
900,16,26.6297,326
900,17,26.6529,324
900,18,26.6441,330
900,19,26.6325,326
900,20,26.6341,323
900,21,26.6277,323
900,22,26.6329,326
900,23,26.633,319
900,24,26.6284,324
900,25,26.6329,327
900,26,26.6384,322
900,27,26.6316,321
900,28,26.6367,325
900,29,26.6495,331
950,0,25.2492,324
950,1,25.2567,322
950,2,25.239,325
950,3,25.2488,328
950,4,25.2516,326
950,5,25.2555,327
950,6,25.2584,322
950,7,25.2427,329
950,8,25.2475,321
950,9,25.238,325
950,10,25.2607,323
950,11,25.2542,324
950,12,25.2624,328
950,13,25.2508,323
950,14,25.2549,321
950,15,25.247,320
950,16,25.2607,322
950,17,25.2568,322
950,18,25.2612,323
950,19,25.2504,325
950,20,25.2459,323
950,21,25.2429,320
950,22,25.2412,324
950,23,25.2541,325
950,24,25.2503,324
950,25,25.2385,320
950,26,25.2574,322
950,27,25.2578,320
950,28,25.2482,321
950,29,25.2471,317
1000,0,25.8514,323
1000,1,25.8449,320
1000,2,25.8254,321
1000,3,25.8333,319
1000,4,25.8341,327
1000,5,25.8354,321
1000,6,25.8398,340
1000,7,25.8366,323
1000,8,25.8343,322
1000,9,25.8386,318
1000,10,25.8385,325
1000,11,25.8305,336
1000,12,25.835,323
1000,13,25.8369,325
1000,14,25.828,324
1000,15,25.8381,335
1000,16,25.8367,320
1000,17,25.8356,320
1000,18,25.8351,320
1000,19,25.8398,320
1000,20,25.8426,320
1000,21,25.8533,320
1000,22,25.8405,318
1000,23,25.834,324
1000,24,25.8372,318
1000,25,25.8422,321
1000,26,25.8328,322
1000,27,25.8357,324
1000,28,25.8524,327
1000,29,25.8425,328
