num_threads,iteration,execution_time
9,29,174
9,30,198
10,0,182
10,1,172
10,2,182
10,3,155
10,4,180
10,5,161
10,6,172
10,7,169
10,8,179
10,9,160
10,10,163
10,11,174
10,12,161
10,13,164
10,14,161
10,15,165
10,16,190
10,17,163
10,18,174
10,19,166
10,20,164
10,21,176
10,22,182
10,23,167
10,24,189
10,25,158
10,26,174
10,27,179
10,28,160
10,29,160
10,30,190
11,0,176
11,1,165
11,2,163
11,3,165
11,4,154
11,5,161
11,6,154
11,7,158
11,8,165
11,9,147
11,10,166
11,11,167
11,12,164
11,13,164
11,14,171
11,15,168
11,16,159
11,17,172
11,18,163
11,19,150
11,20,164
11,21,151
11,22,167
11,23,181
11,24,173
11,25,155
11,26,189
11,27,163
11,28,163
11,29,165
11,30,161
12,0,157
12,1,164
12,2,159
12,3,162
12,4,160
12,5,159
12,6,162
12,7,156
12,8,157
12,9,159
12,10,163
12,11,162
12,12,153
12,13,156
12,14,164
12,15,162
12,16,185
12,17,157
12,18,167
12,19,151
12,20,154
12,21,161
12,22,154
12,23,160
12,24,154
12,25,155
12,26,160
12,27,148
12,28,152
12,29,160
12,30,156
13,0,166
13,1,169
13,2,173
13,3,150
13,4,156
13,5,167
13,6,171
13,7,167
13,8,163
13,9,147
13,10,158
13,11,176
13,12,154
13,13,158
13,14,154
13,15,159
13,16,148
13,17,171
13,18,158
13,19,157
13,20,178
13,21,158
13,22,158
13,23,172
13,24,159
13,25,155
13,26,164
13,27,149
13,28,152
13,29,186
13,30,153
14,0,169
14,1,178
14,2,160
14,3,165
14,4,158
14,5,163
14,6,172
14,7,157
14,8,166
14,9,164
14,10,160
14,11,171
14,12,158
14,13,157
14,14,172
14,15,158
14,16,168
14,17,167
14,18,154
14,19,166
14,20,171
14,21,159
14,22,162
14,23,164
14,24,167
14,25,174
14,26,174
14,27,177
14,28,160
14,29,153
14,30,163
15,0,165
15,1,160
15,2,159
15,3,155
15,4,151
15,5,163
15,6,163
15,7,169
15,8,152
15,9,154
15,10,158
15,11,174
15,12,153
15,13,166
15,14,155
15,15,157
15,16,160
15,17,173
15,18,162
15,19,165
15,20,176
15,21,159
15,22,152
15,23,149
15,24,178
15,25,158
15,26,155
15,27,157
15,28,155
15,29,163
15,30,156
16,0,151
16,1,181
16,2,155
16,3,175
16,4,153
16,5,172
16,6,162
16,7,163
16,8,179
16,9,155
16,10,167
16,11,150
16,12,162
16,13,149
16,14,151
16,15,161
16,16,153
16,17,156
16,18,157
16,19,166
16,20,150
16,21,168
16,22,156
16,23,154
16,24,159
16,25,158
16,26,175
16,27,162
16,28,154
16,29,159
16,30,168
